# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000735534
-4.5	0.0027474
-4.16667	0.00636022
-3.83333	0.0127376
-3.5	0.0229165
-3.16667	0.0380508
-2.83333	0.0586764
-2.5	0.084485
-2.16667	0.113586
-1.83333	0.143005
-1.5	0.169918
-1.16667	0.191993
-0.833333	0.208356
-0.5	0.218087
-0.166667	0.223358
0.166667	0.223078
0.5	0.218462
0.833333	0.208076
1.16667	0.192429
1.5	0.169991
1.83333	0.143222
2.16667	0.113253
2.5	0.0845229
2.83333	0.0586711
3.16667	0.038012
3.5	0.0228809
3.83333	0.0127477
4.16667	0.0063541
4.5	0.00274304
4.83333	0.000730009
