# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000719646
-4.5	0.00269819
-4.16667	0.00622802
-3.83333	0.0124318
-3.5	0.0222878
-3.16667	0.0369564
-2.83333	0.0570069
-2.5	0.0823433
-2.16667	0.111243
-1.83333	0.141058
-1.5	0.169015
-1.16667	0.192621
-0.833333	0.210658
-0.5	0.221837
-0.166667	0.227902
0.166667	0.227689
0.5	0.222188
0.833333	0.210405
1.16667	0.192933
1.5	0.169139
1.83333	0.141221
2.16667	0.111001
2.5	0.0823679
2.83333	0.0569868
3.16667	0.0369281
3.5	0.0222427
3.83333	0.0124409
4.16667	0.00622629
4.5	0.00269521
4.83333	0.000714117
