# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000670256
-4.5	0.0025725
-4.16667	0.00578456
-3.83333	0.0112078
-3.5	0.019448
-3.16667	0.0315632
-2.83333	0.0482998
-2.5	0.0703288
-2.16667	0.0972596
-1.83333	0.128422
-1.5	0.161712
-1.16667	0.194424
-0.833333	0.222991
-0.5	0.244469
-0.166667	0.255937
0.166667	0.255936
0.5	0.24447
0.833333	0.222994
1.16667	0.194428
1.5	0.161714
1.83333	0.128422
2.16667	0.0972591
2.5	0.0703281
2.83333	0.0482994
3.16667	0.0315625
3.5	0.0194476
3.83333	0.0112075
4.16667	0.00578439
4.5	0.00257242
4.83333	0.000670238
