# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000716764
-4.5	0.00269009
-4.16667	0.00620349
-3.83333	0.012374
-3.5	0.0221643
-3.16667	0.036733
-2.83333	0.0566696
-2.5	0.0818987
-2.16667	0.110801
-1.83333	0.140659
-1.5	0.168823
-1.16667	0.192755
-0.833333	0.211105
-0.5	0.222587
-0.166667	0.228822
0.166667	0.228615
0.5	0.22294
0.833333	0.210866
1.16667	0.193046
1.5	0.168962
1.83333	0.140828
2.16667	0.110525
2.5	0.0819265
2.83333	0.0566659
3.16667	0.0367047
3.5	0.02212
3.83333	0.0123838
4.16667	0.00620161
4.5	0.00268619
4.83333	0.000711024
