# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.00134514
-4.5	0.00485234
-4.16667	0.0114514
-3.83333	0.0232861
-3.5	0.0419461
-3.16667	0.0689203
-2.83333	0.100734
-2.5	0.133483
-2.16667	0.160806
-1.83333	0.176814
-1.5	0.179171
-1.16667	0.169142
-0.833333	0.154668
-0.5	0.138146
-0.166667	0.130147
0.166667	0.129189
0.5	0.139259
0.833333	0.154211
1.16667	0.170512
1.5	0.178686
1.83333	0.177155
2.16667	0.16041
2.5	0.133497
2.83333	0.100938
3.16667	0.0685234
3.5	0.0420584
3.83333	0.0232416
4.16667	0.0114027
4.5	0.00484672
4.83333	0.00134417
