# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000715048
-4.5	0.00268515
-4.16667	0.00619141
-3.83333	0.0123474
-3.5	0.0221024
-3.16667	0.0366276
-2.83333	0.0565062
-2.5	0.0816923
-2.16667	0.110561
-1.83333	0.14046
-1.5	0.168733
-1.16667	0.192814
-0.833333	0.211328
-0.5	0.222974
-0.166667	0.229278
0.166667	0.229085
0.5	0.223303
0.833333	0.211073
1.16667	0.193086
1.5	0.168889
1.83333	0.140607
2.16667	0.110302
2.5	0.0817229
2.83333	0.056503
3.16667	0.0366036
3.5	0.0220608
3.83333	0.0123542
4.16667	0.00618836
4.5	0.00268209
4.83333	0.000709726
