# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000697471
-4.5	0.0026364
-4.16667	0.00605343
-3.83333	0.0120169
-3.5	0.0213882
-3.16667	0.0353614
-2.83333	0.0545453
-2.5	0.0791053
-2.16667	0.107675
-1.83333	0.138022
-1.5	0.167543
-1.16667	0.193475
-0.833333	0.214075
-0.5	0.227621
-0.166667	0.234879
0.166667	0.234576
0.5	0.227859
0.833333	0.21388
1.16667	0.193755
1.5	0.167625
1.83333	0.138166
2.16667	0.107463
2.5	0.0791402
2.83333	0.0545319
3.16667	0.0353323
3.5	0.021362
3.83333	0.0120178
4.16667	0.00605263
4.5	0.00263475
4.83333	0.000693716
