# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000668195
-4.5	0.00256645
-4.16667	0.00577826
-3.83333	0.0112088
-3.5	0.0194734
-3.16667	0.0316394
-2.83333	0.0484559
-2.5	0.0705874
-2.16667	0.0976137
-1.83333	0.128812
-1.5	0.162017
-1.16667	0.194501
-0.833333	0.222743
-0.5	0.243881
-0.166667	0.255137
0.166667	0.255137
0.5	0.243891
0.833333	0.222748
1.16667	0.194514
1.5	0.162014
1.83333	0.128815
2.16667	0.0976121
2.5	0.070587
2.83333	0.0484549
3.16667	0.0316377
3.5	0.0194721
3.83333	0.0112078
4.16667	0.0057773
4.5	0.00256606
4.83333	0.00066808
