# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.00155596
-4.5	0.00564214
-4.16667	0.0132871
-3.83333	0.0268536
-3.5	0.0480186
-3.16667	0.0777546
-2.83333	0.112061
-2.5	0.145723
-2.16667	0.17154
-1.83333	0.183423
-1.5	0.179361
-1.16667	0.16201
-0.833333	0.140483
-0.5	0.118958
-0.166667	0.108479
0.166667	0.107755
0.5	0.119595
0.833333	0.140322
1.16667	0.162636
1.5	0.178326
1.83333	0.183544
2.16667	0.171908
2.5	0.146203
2.83333	0.1121
3.16667	0.077387
3.5	0.0480218
3.83333	0.0268018
4.16667	0.0132323
4.5	0.00563634
4.83333	0.00156335
