# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.00114149
-4.5	0.00412539
-4.16667	0.00972323
-3.83333	0.0198103
-3.5	0.036173
-3.16667	0.0598264
-2.83333	0.0888655
-2.5	0.120391
-2.16667	0.149064
-1.83333	0.169132
-1.5	0.17803
-1.16667	0.176231
-0.833333	0.169373
-0.5	0.158987
-0.166667	0.15403
0.166667	0.153171
0.5	0.160165
0.833333	0.168813
1.16667	0.177409
1.5	0.177798
1.83333	0.169442
2.16667	0.148468
2.5	0.120377
2.83333	0.0892067
3.16667	0.0595142
3.5	0.0361411
3.83333	0.019822
4.16667	0.00970208
4.5	0.00411182
4.83333	0.0011387
