# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.00121859
-4.5	0.00440144
-4.16667	0.0103872
-3.83333	0.0211386
-3.5	0.0383676
-3.16667	0.0633163
-2.83333	0.0934803
-2.5	0.125685
-2.16667	0.153668
-1.83333	0.172389
-1.5	0.178653
-1.16667	0.17353
-0.833333	0.163644
-0.5	0.150799
-0.166667	0.144315
0.166667	0.143349
0.5	0.151867
0.833333	0.163112
1.16667	0.174674
1.5	0.178481
1.83333	0.172614
2.16667	0.153284
2.5	0.125459
2.83333	0.0938562
3.16667	0.0629728
3.5	0.0384249
3.83333	0.0211302
4.16667	0.010357
4.5	0.00439054
4.83333	0.00121945
