# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000710624
-4.5	0.00267317
-4.16667	0.00615659
-3.83333	0.0122688
-3.5	0.0219302
-3.16667	0.0363292
-2.83333	0.0560414
-2.5	0.081059
-2.16667	0.109885
-1.83333	0.139871
-1.5	0.16845
-1.16667	0.193
-0.833333	0.211995
-0.5	0.224094
-0.166667	0.230606
0.166667	0.230375
0.5	0.224353
0.833333	0.211739
1.16667	0.193252
1.5	0.168563
1.83333	0.140032
2.16667	0.109652
2.5	0.0811297
2.83333	0.0560291
3.16667	0.0363014
3.5	0.0218875
3.83333	0.0122715
4.16667	0.00615412
4.5	0.00267017
4.83333	0.000706078
