# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.00131795
-4.5	0.00475447
-4.16667	0.0112225
-3.83333	0.0228289
-3.5	0.0411765
-3.16667	0.0676884
-2.83333	0.0991298
-2.5	0.131868
-2.16667	0.159403
-1.83333	0.175964
-1.5	0.179014
-1.16667	0.170084
-0.833333	0.156611
-0.5	0.140739
-0.166667	0.133149
0.166667	0.132107
0.5	0.141834
0.833333	0.156069
1.16667	0.171446
1.5	0.178825
1.83333	0.176265
2.16667	0.158886
2.5	0.131769
2.83333	0.0994271
3.16667	0.0672981
3.5	0.0412656
3.83333	0.0227958
4.16667	0.0111844
4.5	0.00474618
4.83333	0.00131626
