# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000670299
-4.5	0.00257261
-4.16667	0.00578471
-3.83333	0.0112079
-3.5	0.0194479
-3.16667	0.0315626
-2.83333	0.0482981
-2.5	0.070326
-2.16667	0.0972555
-1.83333	0.128417
-1.5	0.161708
-1.16667	0.194423
-0.833333	0.222994
-0.5	0.244475
-0.166667	0.255946
0.166667	0.255946
0.5	0.244477
0.833333	0.222996
1.16667	0.194427
1.5	0.16171
1.83333	0.128417
2.16667	0.097255
2.5	0.0703253
2.83333	0.0482977
3.16667	0.0315619
3.5	0.0194475
3.83333	0.0112076
4.16667	0.00578455
4.5	0.00257253
4.83333	0.000670276
