# Nv = 30, v_cut = 5
#0.996728	6.90707
# v_x   f(v_x) = int f(v) dv_y dv_z
-4.83333	0.000667961
-4.5	0.0025657
-4.16667	0.00577774
-3.83333	0.01121
-3.5	0.0194798
-3.16667	0.0316553
-2.83333	0.0484858
-2.5	0.0706349
-2.16667	0.097677
-1.83333	0.128879
-1.5	0.162067
-1.16667	0.194509
-0.833333	0.222696
-0.5	0.243774
-0.166667	0.254999
0.166667	0.254999
0.5	0.243789
0.833333	0.222702
1.16667	0.194526
1.5	0.162064
1.83333	0.128882
2.16667	0.0976732
2.5	0.0706348
2.83333	0.0484845
3.16667	0.0316534
3.5	0.0194781
3.83333	0.0112089
4.16667	0.00577676
4.5	0.00256532
4.83333	0.000667854
